KNN_algorithm,KNN_leaf_size,KNN_metric,KNN_n_jobs,KNN_n_neighbors,KNN_p,KNN_weights,RBFSVM_C,RBFSVM_cache_size,RBFSVM_coef0,RBFSVM_degree,RBFSVM_gamma,RBFSVM_kernel,RBFSVM_max_iter,RBFSVM_probability,RBFSVM_shrinking,RBFSVM_tol,RBFSVM_verbose,RandomForest_RandomForestClassifier_bootstrap,RandomForest_RandomForestClassifier_criterion,RandomForest_RandomForestClassifier_max_features,RandomForest_RandomForestClassifier_min_impurity_split,RandomForest_RandomForestClassifier_min_samples_leaf,RandomForest_RandomForestClassifier_min_samples_split,RandomForest_RandomForestClassifier_min_weight_fraction_leaf,RandomForest_RandomForestClassifier_n_estimators,RandomForest_RandomForestClassifier_n_jobs,RandomForest_RandomForestClassifier_oob_score,RandomForest_RandomForestClassifier_verbose,RandomForest_RandomForestClassifier_warm_start,accuracy_KNN,accuracy_RBFSVM,accuracy_RandomForest,network_extra_noise,network_sample_size,network_sine_corruption,network_sine_periods,network_test_size,network_xor_corruption,network_xor_dim,network_xor_var
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.631333333333,0.794666666667,0.67,0,5000,0.15,2,0.3,0.3,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.592666666667,0.684666666667,0.626,0,5000,0.15,3,0.3,0.3,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.654666666667,0.701333333333,0.667333333333,0,5000,0.3,1,0.3,0.3,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.568,0.630666666667,0.659333333333,0,5000,0.3,2,0.3,0.3,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.548666666667,0.602666666667,0.647333333333,0,5000,0.3,3,0.3,0.3,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.618,0.611333333333,0.669333333333,0,5000,0.45,1,0.3,0.3,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.558666666667,0.548666666667,0.642666666667,0,5000,0.45,2,0.3,0.3,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.542666666667,0.568,0.641333333333,0,5000,0.45,3,0.3,0.3,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.909333333333,1.0,0.934,0,5000,0,1,0.3,0.45,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.709333333333,0.938666666667,0.694,0,5000,0,2,0.3,0.45,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.640666666667,0.810666666667,0.602,0,5000,0,3,0.3,0.45,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.741333333333,0.864,0.729333333333,0,5000,0.15,1,0.3,0.45,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.634666666667,0.79,0.611333333333,0,5000,0.15,2,0.3,0.45,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.568,0.681333333333,0.548666666667,0,5000,0.15,3,0.3,0.45,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.609333333333,0.713333333333,0.577333333333,0,5000,0.3,1,0.3,0.45,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.536,0.666666666667,0.552666666667,0,5000,0.3,2,0.3,0.45,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.524,0.56,0.525333333333,0,5000,0.3,3,0.3,0.45,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.510666666667,0.503333333333,0.527333333333,0,5000,0.45,1,0.3,0.45,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.518,0.522666666667,0.521333333333,0,5000,0.45,2,0.3,0.45,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.524,0.518,0.474,0,5000,0.45,3,0.3,0.45,3,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.91,1.0,0.839333333333,0,5000,0,1,0.3,0,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.752,0.941333333333,0.659333333333,0,5000,0,2,0.3,0,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.652666666667,0.824666666667,0.626,0,5000,0,3,0.3,0,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.756,0.858666666667,0.721333333333,0,5000,0.15,1,0.3,0,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.648,0.789333333333,0.658,0,5000,0.15,2,0.3,0,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.580666666667,0.694666666667,0.630666666667,0,5000,0.15,3,0.3,0,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.645333333333,0.700666666667,0.626,0,5000,0.3,1,0.3,0,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.598,0.659333333333,0.6,0,5000,0.3,2,0.3,0,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.569333333333,0.556666666667,0.615333333333,0,5000,0.3,3,0.3,0,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.588666666667,0.6,0.614,0,5000,0.45,1,0.3,0,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.572,0.597333333333,0.622,0,5000,0.45,2,0.3,0,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.546,0.596666666667,0.618666666667,0,5000,0.45,3,0.3,0,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.915333333333,1.0,0.874,0,5000,0,1,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.732666666667,0.949333333333,0.687333333333,0,5000,0,2,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.662666666667,0.819333333333,0.606,0,5000,0,3,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.736666666667,0.853333333333,0.698,0,5000,0.15,1,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.637333333333,0.805333333333,0.62,0,5000,0.15,2,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.574666666667,0.698,0.586666666667,0,5000,0.15,3,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.632,0.692666666667,0.617333333333,0,5000,0.3,1,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.567333333333,0.636,0.573333333333,0,5000,0.3,2,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.528666666667,0.551333333333,0.568,0,5000,0.3,3,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.576,0.589333333333,0.574666666667,0,5000,0.45,1,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.532666666667,0.564666666667,0.533333333333,0,5000,0.45,2,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.532,0.564666666667,0.57,0,5000,0.45,3,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.915333333333,1.0,0.889333333333,0,5000,0,1,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.719333333333,0.943333333333,0.666666666667,0,5000,0,2,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.632666666667,0.822,0.572,0,5000,0,3,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.734666666667,0.852666666667,0.742666666667,0,5000,0.15,1,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.607333333333,0.784,0.582666666667,0,5000,0.15,2,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.584666666667,0.694,0.564666666667,0,5000,0.15,3,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.605333333333,0.714666666667,0.608666666667,0,5000,0.3,1,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.555333333333,0.629333333333,0.550666666667,0,5000,0.3,2,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.538666666667,0.584666666667,0.528666666667,0,5000,0.3,3,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.508,0.521333333333,0.518666666667,0,5000,0.45,1,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.52,0.536666666667,0.521333333333,0,5000,0.45,2,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.508666666667,0.508,0.506666666667,0,5000,0.45,3,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.896,1.0,0.942666666667,0,5000,0,1,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.712,0.94,0.694,0,5000,0,2,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.632,0.821333333333,0.584666666667,0,5000,0,3,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.734666666667,0.838,0.754,0,5000,0.15,1,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.598,0.77,0.583333333333,0,5000,0.15,2,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.563333333333,0.666,0.543333333333,0,5000,0.15,3,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.594666666667,0.72,0.61,0,5000,0.3,1,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.528666666667,0.614666666667,0.546666666667,0,5000,0.3,2,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.526,0.562666666667,0.516666666667,0,5000,0.3,3,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.508,0.510666666667,0.506666666667,0,5000,0.45,1,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.496666666667,0.490666666667,0.500666666667,0,5000,0.45,2,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.510666666667,0.518,0.498,0,5000,0.45,3,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.912,1.0,0.862666666667,0,5000,0,1,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.732,0.946666666667,0.665333333333,0,5000,0,2,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.66,0.814666666667,0.635333333333,0,5000,0,3,0.3,0,7,0.2
